Checking Status,Credit History,Purpose,Credit Requested,Saving Status,Employment,Personal Status,Age,Job,Class
0<=X<200,existing paid,furniture/equipment,2000<=Credit<3000,unknown,4<=X<7,male single,24.0,skilled,good
0<=X<200,delayed previously,radio/tv,7000<=Credit<8000,unknown,1<=X<4,male single,27.0,unskilled resident,good
no checking,critical/other existing credit,radio/tv,2000<=Credit<3000,<100,1<=X<4,male single,35.0,unskilled resident,good
<0,no credits/all paid,radio/tv,2000<=Credit<3000,<100,1<=X<4,male mar/wid/div/sep,29.0,skilled,bad
no checking,existing paid,used car,3000<=Credit<4000,100<=X<500,<1,female div/sep/mar,23.0,skilled,good
no checking,critical/other existing credit,radio/tv,1000<=Credit<2000,100<=X<500,unemployed,female div/sep/mar,57.0,unskilled resident,good
<0,existing paid,furniture/equipment,1000<=Credit<2000,<100,1<=X<4,male single,27.0,skilled,good
<0,existing paid,radio/tv,1000<=Credit<2000,<100,>=7,female div/sep/mar,55.0,skilled,good
<0,critical/other existing credit,new car,5000<=Credit<6000,<100,>=7,male single,36.0,high qualif/self emp/mgmt,good
no checking,critical/other existing credit,education,2000<=Credit<3000,<100,>=7,female div/sep/mar,57.0,unskilled resident,good
no checking,critical/other existing credit,new car,1000<=Credit<2000,<100,>=7,male single,32.0,unskilled resident,good
0<=X<200,existing paid,radio/tv,0<=Credit<1000,<100,>=7,male single,37.0,skilled,bad
no checking,critical/other existing credit,business,6000<=Credit<7000,unknown,>=7,male single,36.0,skilled,good
no checking,existing paid,radio/tv,1000<=Credit<2000,<100,<1,female div/sep/mar,38.0,skilled,good
<0,existing paid,new car,8000<=Credit<9000,<100,>=7,male mar/wid/div/sep,45.0,high qualif/self emp/mgmt,bad
no checking,existing paid,radio/tv,0<=Credit<1000,unknown,>=7,male single,25.0,skilled,good
no checking,existing paid,new car,2000<=Credit<3000,unknown,4<=X<7,male single,32.0,skilled,good
no checking,critical/other existing credit,furniture/equipment,1000<=Credit<2000,500<=X<1000,4<=X<7,female div/sep/mar,37.0,skilled,good
0<=X<200,no credits/all paid,new car,12000<=Credit<13000,unknown,unemployed,male single,36.0,high qualif/self emp/mgmt,good
0<=X<200,existing paid,radio/tv,3000<=Credit<4000,<100,4<=X<7,male single,28.0,skilled,bad
<0,existing paid,repairs,11000<=Credit<12000,<100,<1,male mar/wid/div/sep,34.0,unskilled resident,bad
no checking,existing paid,radio/tv,2000<=Credit<3000,<100,1<=X<4,male single,32.0,skilled,good
no checking,critical/other existing credit,radio/tv,2000<=Credit<3000,<100,1<=X<4,female div/sep/mar,26.0,skilled,good
<0,existing paid,furniture/equipment,1000<=Credit<2000,unknown,>=7,male mar/wid/div/sep,49.0,unskilled resident,good
no checking,existing paid,furniture/equipment,4000<=Credit<5000,<100,<1,female div/sep/mar,32.0,skilled,bad
no checking,existing paid,radio/tv,1000<=Credit<2000,100<=X<500,1<=X<4,male single,29.0,high qualif/self emp/mgmt,good
no checking,critical/other existing credit,used car,3000<=Credit<4000,>=1000,>=7,male single,23.0,skilled,good
no checking,existing paid,furniture/equipment,1000<=Credit<2000,<100,1<=X<4,male single,50.0,skilled,good
>=200,no credits/all paid,radio/tv,1000<=Credit<2000,unknown,4<=X<7,male single,49.0,unskilled resident,good
no checking,critical/other existing credit,furniture/equipment,1000<=Credit<2000,unknown,>=7,male single,63.0,skilled,good
0<=X<200,critical/other existing credit,new car,3000<=Credit<4000,100<=X<500,<1,male mar/wid/div/sep,37.0,skilled,good
<0,existing paid,new car,10000<=Credit<11000,<100,<1,female div/sep/mar,35.0,unskilled resident,good
<0,existing paid,used car,4000<=Credit<5000,<100,4<=X<7,male single,26.0,skilled,good
0<=X<200,delayed previously,other,7000<=Credit<8000,100<=X<500,unemployed,male single,31.0,high qualif/self emp/mgmt,good
0<=X<200,existing paid,radio/tv,1000<=Credit<2000,<100,1<=X<4,female div/sep/mar,49.0,skilled,good
<0,delayed previously,radio/tv,1000<=Credit<2000,<100,<1,male mar/wid/div/sep,48.0,skilled,bad
no checking,existing paid,business,1000<=Credit<2000,<100,1<=X<4,male mar/wid/div/sep,26.0,skilled,good
0<=X<200,existing paid,used car,9000<=Credit<10000,<100,<1,male mar/wid/div/sep,28.0,high qualif/self emp/mgmt,bad
<0,critical/other existing credit,used car,6000<=Credit<7000,<100,>=7,female div/sep/mar,44.0,high qualif/self emp/mgmt,good
>=200,critical/other existing credit,used car,4000<=Credit<5000,<100,>=7,male single,56.0,skilled,good
no checking,critical/other existing credit,business,7000<=Credit<8000,unknown,>=7,male mar/wid/div/sep,46.0,high qualif/self emp/mgmt,good
0<=X<200,existing paid,furniture/equipment,9000<=Credit<10000,<100,<1,female div/sep/mar,26.0,skilled,bad
no checking,existing paid,used car,4000<=Credit<5000,unknown,<1,female div/sep/mar,20.0,skilled,good
no checking,existing paid,new car,1000<=Credit<2000,unknown,>=7,male single,45.0,unskilled resident,good
no checking,existing paid,furniture/equipment,2000<=Credit<3000,<100,1<=X<4,male single,43.0,skilled,good
0<=X<200,critical/other existing credit,furniture/equipment,2000<=Credit<3000,>=1000,4<=X<7,male single,32.0,skilled,good
no checking,existing paid,new car,0<=Credit<1000,<100,unemployed,female div/sep/mar,54.0,unemp/unskilled non res,good
0<=X<200,no credits/all paid,radio/tv,3000<=Credit<4000,<100,1<=X<4,female div/sep/mar,42.0,skilled,bad
>=200,critical/other existing credit,new car,1000<=Credit<2000,unknown,4<=X<7,male single,37.0,unskilled resident,bad
<0,critical/other existing credit,new car,1000<=Credit<2000,<100,4<=X<7,male single,49.0,skilled,good
no checking,critical/other existing credit,new car,10000<=Credit<11000,500<=X<1000,1<=X<4,male single,44.0,skilled,bad
no checking,existing paid,furniture/equipment,1000<=Credit<2000,>=1000,1<=X<4,male mar/wid/div/sep,33.0,skilled,good
no checking,existing paid,used car,4000<=Credit<5000,unknown,4<=X<7,female div/sep/mar,24.0,unskilled resident,good
<0,existing paid,radio/tv,0<=Credit<1000,100<=X<500,<1,male mar/wid/div/sep,33.0,unskilled resident,bad
0<=X<200,existing paid,furniture/equipment,1000<=Credit<2000,<100,1<=X<4,female div/sep/mar,24.0,skilled,bad
0<=X<200,existing paid,new car,0<=Credit<1000,<100,1<=X<4,male mar/wid/div/sep,22.0,unskilled resident,good
0<=X<200,existing paid,other,5000<=Credit<6000,unknown,unemployed,male single,40.0,unemp/unskilled non res,good
no checking,existing paid,furniture/equipment,5000<=Credit<6000,100<=X<500,1<=X<4,male single,25.0,skilled,good
>=200,existing paid,furniture/equipment,3000<=Credit<4000,<100,<1,female div/sep/mar,26.0,skilled,good
0<=X<200,existing paid,new car,0<=Credit<1000,<100,4<=X<7,male mar/wid/div/sep,25.0,unskilled resident,bad
>=200,existing paid,new car,1000<=Credit<2000,unknown,<1,male single,29.0,unskilled resident,good
<0,no credits/all paid,furniture/equipment,2000<=Credit<3000,<100,>=7,male single,31.0,skilled,bad
<0,existing paid,furniture/equipment,0<=Credit<1000,<100,1<=X<4,male single,38.0,unskilled resident,good
0<=X<200,existing paid,furniture/equipment,4000<=Credit<5000,unknown,1<=X<4,female div/sep/mar,48.0,unskilled resident,good
no checking,critical/other existing credit,education,0<=Credit<1000,<100,1<=X<4,male single,32.0,skilled,good
<0,delayed previously,furniture/equipment,3000<=Credit<4000,<100,>=7,female div/sep/mar,27.0,unskilled resident,good
0<=X<200,critical/other existing credit,new car,4000<=Credit<5000,<100,unemployed,male mar/wid/div/sep,28.0,high qualif/self emp/mgmt,bad
<0,existing paid,radio/tv,1000<=Credit<2000,<100,<1,male mar/wid/div/sep,32.0,skilled,bad
<0,existing paid,used car,2000<=Credit<3000,<100,4<=X<7,male single,34.0,high qualif/self emp/mgmt,good
<0,existing paid,furniture/equipment,2000<=Credit<3000,>=1000,1<=X<4,male single,28.0,skilled,good
no checking,critical/other existing credit,new car,1000<=Credit<2000,<100,1<=X<4,female div/sep/mar,36.0,skilled,good
<0,critical/other existing credit,new car,3000<=Credit<4000,<100,4<=X<7,male single,39.0,unskilled resident,good
no checking,critical/other existing credit,furniture/equipment,5000<=Credit<6000,unknown,>=7,male single,49.0,skilled,good
no checking,existing paid,new car,1000<=Credit<2000,>=1000,4<=X<7,female div/sep/mar,34.0,skilled,good
>=200,existing paid,radio/tv,4000<=Credit<5000,<100,>=7,male single,31.0,skilled,good
0<=X<200,existing paid,radio/tv,1000<=Credit<2000,<100,>=7,male single,28.0,skilled,good
<0,critical/other existing credit,used car,6000<=Credit<7000,<100,unemployed,male single,75.0,high qualif/self emp/mgmt,good
no checking,critical/other existing credit,education,1000<=Credit<2000,100<=X<500,1<=X<4,female div/sep/mar,30.0,skilled,bad
0<=X<200,existing paid,new car,7000<=Credit<8000,100<=X<500,<1,female div/sep/mar,24.0,high qualif/self emp/mgmt,bad
no checking,critical/other existing credit,used car,11000<=Credit<12000,100<=X<500,1<=X<4,female div/sep/mar,24.0,unskilled resident,bad
<0,no credits/all paid,furniture/equipment,4000<=Credit<5000,<100,>=7,male single,23.0,skilled,bad
<0,critical/other existing credit,furniture/equipment,3000<=Credit<4000,<100,1<=X<4,male mar/wid/div/sep,44.0,high qualif/self emp/mgmt,bad
0<=X<200,existing paid,radio/tv,2000<=Credit<3000,<100,<1,female div/sep/mar,23.0,unskilled resident,good
<0,existing paid,furniture/equipment,1000<=Credit<2000,unknown,1<=X<4,female div/sep/mar,24.0,skilled,bad
<0,existing paid,furniture/equipment,4000<=Credit<5000,<100,1<=X<4,male single,28.0,skilled,good
0<=X<200,existing paid,furniture/equipment,1000<=Credit<2000,<100,1<=X<4,male mar/wid/div/sep,31.0,unskilled resident,good
0<=X<200,critical/other existing credit,education,5000<=Credit<6000,<100,<1,female div/sep/mar,24.0,skilled,good
<0,existing paid,furniture/equipment,3000<=Credit<4000,<100,4<=X<7,female div/sep/mar,26.0,unskilled resident,good
0<=X<200,existing paid,radio/tv,3000<=Credit<4000,500<=X<1000,<1,male mar/wid/div/sep,25.0,skilled,good
0<=X<200,existing paid,business,4000<=Credit<5000,<100,>=7,male single,33.0,high qualif/self emp/mgmt,good
>=200,existing paid,new car,3000<=Credit<4000,<100,<1,male single,37.0,unskilled resident,good
no checking,critical/other existing credit,radio/tv,1000<=Credit<2000,<100,1<=X<4,female div/sep/mar,43.0,unskilled resident,good
0<=X<200,critical/other existing credit,radio/tv,0<=Credit<1000,<100,<1,male single,23.0,skilled,good
0<=X<200,existing paid,radio/tv,3000<=Credit<4000,500<=X<1000,unemployed,female div/sep/mar,23.0,unemp/unskilled non res,good
no checking,delayed previously,business,1000<=Credit<2000,100<=X<500,1<=X<4,male single,34.0,unskilled resident,good
0<=X<200,critical/other existing credit,education,1000<=Credit<2000,>=1000,>=7,male single,32.0,skilled,bad
no checking,existing paid,furniture/equipment,1000<=Credit<2000,<100,<1,female div/sep/mar,23.0,skilled,good
0<=X<200,existing paid,furniture/equipment,0<=Credit<1000,<100,1<=X<4,female div/sep/mar,29.0,skilled,bad
no checking,critical/other existing credit,used car,3000<=Credit<4000,unknown,unemployed,male single,38.0,high qualif/self emp/mgmt,good
<0,no credits/all paid,radio/tv,6000<=Credit<7000,<100,1<=X<4,male single,28.0,skilled,bad
no checking,existing paid,education,0<=Credit<1000,500<=X<1000,>=7,male single,46.0,skilled,good
0<=X<200,existing paid,new car,1000<=Credit<2000,<100,<1,male single,23.0,unskilled resident,bad
no checking,critical/other existing credit,radio/tv,2000<=Credit<3000,unknown,>=7,male single,49.0,skilled,good
no checking,delayed previously,radio/tv,4000<=Credit<5000,<100,1<=X<4,male single,26.0,high qualif/self emp/mgmt,bad
no checking,existing paid,radio/tv,0<=Credit<1000,<100,1<=X<4,male mar/wid/div/sep,28.0,skilled,good
<0,existing paid,furniture/equipment,2000<=Credit<3000,<100,4<=X<7,female div/sep/mar,23.0,skilled,bad
0<=X<200,existing paid,education,1000<=Credit<2000,unknown,1<=X<4,male single,61.0,skilled,good
>=200,existing paid,radio/tv,3000<=Credit<4000,unknown,>=7,male single,37.0,high qualif/self emp/mgmt,good
>=200,delayed previously,new car,2000<=Credit<3000,<100,1<=X<4,female div/sep/mar,36.0,skilled,good
no checking,existing paid,furniture/equipment,1000<=Credit<2000,<100,1<=X<4,male mar/wid/div/sep,21.0,skilled,good
<0,existing paid,furniture/equipment,2000<=Credit<3000,<100,unemployed,male single,25.0,unemp/unskilled non res,bad
no checking,existing paid,business,1000<=Credit<2000,<100,4<=X<7,male single,36.0,skilled,good
no checking,critical/other existing credit,used car,3000<=Credit<4000,<100,4<=X<7,male single,27.0,skilled,good
<0,existing paid,furniture/equipment,3000<=Credit<4000,<100,<1,female div/sep/mar,22.0,skilled,good
<0,existing paid,furniture/equipment,3000<=Credit<4000,<100,>=7,male single,42.0,skilled,bad
0<=X<200,existing paid,furniture/equipment,3000<=Credit<4000,<100,4<=X<7,female div/sep/mar,40.0,skilled,good
no checking,existing paid,new car,3000<=Credit<4000,unknown,1<=X<4,male single,36.0,skilled,good
no checking,critical/other existing credit,radio/tv,6000<=Credit<7000,<100,>=7,male single,33.0,skilled,good
no checking,critical/other existing credit,furniture/equipment,2000<=Credit<3000,<100,<1,female div/sep/mar,23.0,skilled,good
no checking,critical/other existing credit,new car,13000<=Credit<14000,unknown,>=7,male single,63.0,high qualif/self emp/mgmt,good
0<=X<200,no credits/all paid,other,14000<=Credit<15000,100<=X<500,>=7,female div/sep/mar,60.0,high qualif/self emp/mgmt,bad
<0,no credits/all paid,business,7000<=Credit<8000,<100,4<=X<7,female div/sep/mar,37.0,skilled,bad
no checking,delayed previously,radio/tv,2000<=Credit<3000,<100,unemployed,male mar/wid/div/sep,34.0,skilled,good
no checking,delayed previously,radio/tv,0<=Credit<1000,unknown,>=7,male single,36.0,skilled,good
0<=X<200,existing paid,new car,14000<=Credit<15000,<100,>=7,male single,57.0,high qualif/self emp/mgmt,bad
no checking,critical/other existing credit,new car,0<=Credit<1000,100<=X<500,1<=X<4,female div/sep/mar,52.0,unskilled resident,good
<0,existing paid,furniture/equipment,2000<=Credit<3000,unknown,4<=X<7,male single,39.0,skilled,good
0<=X<200,existing paid,used car,12000<=Credit<13000,<100,unemployed,female div/sep/mar,38.0,high qualif/self emp/mgmt,bad
no checking,existing paid,new car,1000<=Credit<2000,unknown,4<=X<7,female div/sep/mar,25.0,skilled,good
>=200,existing paid,new car,1000<=Credit<2000,<100,<1,male single,26.0,skilled,good
no checking,delayed previously,business,4000<=Credit<5000,100<=X<500,1<=X<4,male single,26.0,unskilled resident,good
no checking,critical/other existing credit,radio/tv,2000<=Credit<3000,<100,1<=X<4,female div/sep/mar,25.0,skilled,good
no checking,existing paid,radio/tv,1000<=Credit<2000,unknown,<1,female div/sep/mar,21.0,skilled,good
0<=X<200,critical/other existing credit,furniture/equipment,7000<=Credit<8000,<100,unemployed,male single,40.0,high qualif/self emp/mgmt,good
0<=X<200,critical/other existing credit,business,2000<=Credit<3000,500<=X<1000,1<=X<4,male single,27.0,skilled,good
no checking,existing paid,business,1000<=Credit<2000,<100,4<=X<7,female div/sep/mar,27.0,skilled,good
no checking,existing paid,new car,1000<=Credit<2000,<100,1<=X<4,male mar/wid/div/sep,30.0,high qualif/self emp/mgmt,good
0<=X<200,existing paid,furniture/equipment,0<=Credit<1000,>=1000,<1,female div/sep/mar,19.0,unskilled resident,good
<0,existing paid,new car,3000<=Credit<4000,<100,4<=X<7,male single,39.0,high qualif/self emp/mgmt,good
<0,critical/other existing credit,radio/tv,1000<=Credit<2000,<100,4<=X<7,female div/sep/mar,31.0,skilled,good
no checking,critical/other existing credit,furniture/equipment,2000<=Credit<3000,<100,unemployed,male single,31.0,high qualif/self emp/mgmt,good
0<=X<200,delayed previously,education,11000<=Credit<12000,100<=X<500,4<=X<7,male single,32.0,skilled,good
<0,existing paid,furniture/equipment,2000<=Credit<3000,<100,unemployed,female div/sep/mar,55.0,high qualif/self emp/mgmt,good
<0,critical/other existing credit,furniture/equipment,2000<=Credit<3000,<100,1<=X<4,male mar/wid/div/sep,46.0,skilled,good
0<=X<200,existing paid,new car,1000<=Credit<2000,<100,>=7,male mar/wid/div/sep,46.0,skilled,bad
no checking,critical/other existing credit,radio/tv,1000<=Credit<2000,>=1000,1<=X<4,female div/sep/mar,43.0,unskilled resident,good
no checking,existing paid,radio/tv,1000<=Credit<2000,<100,<1,male mar/wid/div/sep,39.0,skilled,good
0<=X<200,critical/other existing credit,business,1000<=Credit<2000,unknown,1<=X<4,male mar/wid/div/sep,28.0,skilled,good
no checking,delayed previously,business,8000<=Credit<9000,<100,<1,male single,27.0,skilled,bad
no checking,delayed previously,new car,0<=Credit<1000,<100,1<=X<4,male single,27.0,unskilled resident,good
0<=X<200,delayed previously,new car,2000<=Credit<3000,unknown,>=7,male single,43.0,skilled,good
0<=X<200,existing paid,radio/tv,2000<=Credit<3000,<100,<1,male mar/wid/div/sep,22.0,skilled,bad
no checking,critical/other existing credit,used car,2000<=Credit<3000,unknown,4<=X<7,male single,43.0,skilled,good
<0,existing paid,radio/tv,1000<=Credit<2000,<100,<1,male mar/wid/div/sep,27.0,skilled,good
no checking,existing paid,radio/tv,3000<=Credit<4000,500<=X<1000,>=7,male mar/wid/div/sep,26.0,high qualif/self emp/mgmt,good
>=200,critical/other existing credit,new car,0<=Credit<1000,500<=X<1000,4<=X<7,male mar/wid/div/sep,28.0,skilled,bad
0<=X<200,existing paid,radio/tv,1000<=Credit<2000,<100,>=7,female div/sep/mar,20.0,skilled,good
no checking,critical/other existing credit,used car,7000<=Credit<8000,<100,4<=X<7,male single,35.0,high qualif/self emp/mgmt,good
no checking,critical/other existing credit,business,2000<=Credit<3000,<100,unemployed,male single,42.0,high qualif/self emp/mgmt,bad
no checking,existing paid,new car,1000<=Credit<2000,500<=X<1000,1<=X<4,male single,40.0,unskilled resident,good
<0,existing paid,new car,1000<=Credit<2000,unknown,1<=X<4,female div/sep/mar,35.0,skilled,bad
no checking,critical/other existing credit,used car,5000<=Credit<6000,<100,>=7,male single,35.0,skilled,good
<0,existing paid,new car,2000<=Credit<3000,<100,<1,male single,33.0,unskilled resident,bad
<0,delayed previously,education,8000<=Credit<9000,unknown,1<=X<4,female div/sep/mar,23.0,skilled,good
no checking,existing paid,new car,2000<=Credit<3000,500<=X<1000,4<=X<7,female div/sep/mar,31.0,high qualif/self emp/mgmt,good
0<=X<200,existing paid,new car,1000<=Credit<2000,unknown,1<=X<4,female div/sep/mar,33.0,skilled,bad
no checking,existing paid,new car,3000<=Credit<4000,>=1000,4<=X<7,female div/sep/mar,20.0,skilled,good
0<=X<200,existing paid,used car,2000<=Credit<3000,unknown,1<=X<4,male single,30.0,skilled,good
0<=X<200,critical/other existing credit,new car,0<=Credit<1000,<100,4<=X<7,male single,47.0,unskilled resident,good
no checking,delayed previously,furniture/equipment,1000<=Credit<2000,100<=X<500,4<=X<7,male single,34.0,high qualif/self emp/mgmt,good
0<=X<200,existing paid,furniture/equipment,2000<=Credit<3000,unknown,>=7,female div/sep/mar,25.0,skilled,bad
0<=X<200,existing paid,used car,2000<=Credit<3000,<100,1<=X<4,male mar/wid/div/sep,21.0,skilled,good
no checking,critical/other existing credit,radio/tv,2000<=Credit<3000,<100,>=7,male single,29.0,skilled,good
no checking,critical/other existing credit,radio/tv,1000<=Credit<2000,>=1000,1<=X<4,male single,46.0,skilled,good
no checking,existing paid,furniture/equipment,1000<=Credit<2000,<100,>=7,male single,20.0,skilled,good
<0,critical/other existing credit,repairs,1000<=Credit<2000,<100,unemployed,female div/sep/mar,55.0,unemp/unskilled non res,bad
no checking,existing paid,business,3000<=Credit<4000,<100,4<=X<7,male single,74.0,unskilled resident,good
0<=X<200,existing paid,other,13000<=Credit<14000,<100,1<=X<4,male single,29.0,high qualif/self emp/mgmt,bad
<0,critical/other existing credit,furniture/equipment,1000<=Credit<2000,<100,unemployed,male single,36.0,high qualif/self emp/mgmt,good
no checking,critical/other existing credit,repairs,2000<=Credit<3000,<100,1<=X<4,male mar/wid/div/sep,33.0,skilled,good
<0,existing paid,furniture/equipment,2000<=Credit<3000,<100,1<=X<4,male single,25.0,skilled,good
0<=X<200,existing paid,radio/tv,1000<=Credit<2000,unknown,1<=X<4,male mar/wid/div/sep,25.0,skilled,bad
no checking,existing paid,repairs,0<=Credit<1000,500<=X<1000,4<=X<7,male mar/wid/div/sep,23.0,unskilled resident,good
no checking,critical/other existing credit,new car,1000<=Credit<2000,>=1000,>=7,female div/sep/mar,37.0,skilled,good
<0,critical/other existing credit,repairs,3000<=Credit<4000,<100,unemployed,male single,65.0,unemp/unskilled non res,good
>=200,no credits/all paid,business,0<=Credit<1000,<100,<1,female div/sep/mar,26.0,unemp/unskilled non res,bad
no checking,existing paid,new car,1000<=Credit<2000,<100,>=7,male single,39.0,high qualif/self emp/mgmt,good
<0,existing paid,furniture/equipment,1000<=Credit<2000,<100,1<=X<4,female div/sep/mar,30.0,skilled,good
0<=X<200,delayed previously,other,2000<=Credit<3000,<100,1<=X<4,male single,29.0,skilled,good
no checking,existing paid,education,7000<=Credit<8000,<100,>=7,male single,41.0,unskilled resident,bad
0<=X<200,critical/other existing credit,furniture/equipment,5000<=Credit<6000,<100,1<=X<4,female div/sep/mar,30.0,high qualif/self emp/mgmt,bad
no checking,critical/other existing credit,education,1000<=Credit<2000,unknown,>=7,female div/sep/mar,41.0,unskilled resident,good
<0,existing paid,new car,1000<=Credit<2000,<100,<1,female div/sep/mar,34.0,skilled,bad
0<=X<200,existing paid,radio/tv,2000<=Credit<3000,<100,1<=X<4,male single,35.0,skilled,good
>=200,existing paid,furniture/equipment,1000<=Credit<2000,unknown,>=7,female div/sep/mar,55.0,high qualif/self emp/mgmt,good
0<=X<200,delayed previously,repairs,1000<=Credit<2000,>=1000,1<=X<4,male mar/wid/div/sep,61.0,skilled,bad
no checking,critical/other existing credit,used car,11000<=Credit<12000,unknown,1<=X<4,male single,30.0,high qualif/self emp/mgmt,good
no checking,existing paid,radio/tv,5000<=Credit<6000,<100,1<=X<4,female div/sep/mar,29.0,skilled,good
no checking,no credits/all paid,furniture/equipment,2000<=Credit<3000,<100,>=7,male single,34.0,skilled,good
no checking,existing paid,used car,2000<=Credit<3000,<100,>=7,male single,35.0,high qualif/self emp/mgmt,good
<0,existing paid,new car,4000<=Credit<5000,<100,4<=X<7,male single,31.0,skilled,bad
no checking,existing paid,used car,2000<=Credit<3000,<100,<1,female div/sep/mar,29.0,high qualif/self emp/mgmt,good
<0,critical/other existing credit,new car,3000<=Credit<4000,<100,1<=X<4,male single,36.0,skilled,good
<0,existing paid,used car,3000<=Credit<4000,<100,>=7,male single,35.0,skilled,bad
<0,existing paid,furniture/equipment,0<=Credit<1000,<100,<1,female div/sep/mar,27.0,skilled,good
no checking,existing paid,radio/tv,4000<=Credit<5000,<100,<1,male single,32.0,skilled,good
<0,existing paid,furniture/equipment,3000<=Credit<4000,<100,1<=X<4,male single,37.0,skilled,good
<0,existing paid,new car,1000<=Credit<2000,<100,<1,male single,36.0,skilled,good
0<=X<200,existing paid,furniture/equipment,3000<=Credit<4000,<100,<1,female div/sep/mar,34.0,high qualif/self emp/mgmt,good
0<=X<200,existing paid,retraining,0<=Credit<1000,unknown,>=7,male single,38.0,skilled,good
no checking,existing paid,business,1000<=Credit<2000,<100,4<=X<7,male single,34.0,skilled,good
<0,existing paid,used car,2000<=Credit<3000,<100,1<=X<4,male single,63.0,skilled,good
<0,delayed previously,radio/tv,1000<=Credit<2000,<100,<1,female div/sep/mar,29.0,unskilled resident,bad
no checking,delayed previously,radio/tv,7000<=Credit<8000,unknown,>=7,male single,32.0,skilled,good
no checking,delayed previously,business,2000<=Credit<3000,<100,1<=X<4,female div/sep/mar,26.0,skilled,good
no checking,delayed previously,used car,4000<=Credit<5000,<100,4<=X<7,male single,35.0,unskilled resident,good
0<=X<200,existing paid,radio/tv,3000<=Credit<4000,100<=X<500,<1,male mar/wid/div/sep,22.0,skilled,bad
<0,existing paid,education,0<=Credit<1000,<100,<1,female div/sep/mar,23.0,skilled,bad
<0,existing paid,new car,0<=Credit<1000,<100,1<=X<4,male single,28.0,unskilled resident,bad
no checking,existing paid,retraining,1000<=Credit<2000,unknown,unemployed,male single,36.0,high qualif/self emp/mgmt,good
0<=X<200,critical/other existing credit,radio/tv,1000<=Credit<2000,<100,1<=X<4,male mar/wid/div/sep,33.0,skilled,bad
<0,no credits/all paid,furniture/equipment,3000<=Credit<4000,<100,<1,female div/sep/mar,26.0,skilled,bad
no checking,existing paid,used car,2000<=Credit<3000,500<=X<1000,1<=X<4,male single,24.0,skilled,good
>=200,existing paid,radio/tv,5000<=Credit<6000,<100,4<=X<7,male single,25.0,skilled,good
0<=X<200,existing paid,business,1000<=Credit<2000,100<=X<500,4<=X<7,male single,39.0,unskilled resident,good
<0,critical/other existing credit,furniture/equipment,1000<=Credit<2000,<100,>=7,male single,44.0,skilled,good
0<=X<200,critical/other existing credit,radio/tv,3000<=Credit<4000,<100,1<=X<4,female div/sep/mar,23.0,unskilled resident,good
0<=X<200,existing paid,new car,1000<=Credit<2000,<100,<1,male single,26.0,skilled,good
<0,existing paid,furniture/equipment,3000<=Credit<4000,>=1000,>=7,female div/sep/mar,57.0,skilled,good
no checking,delayed previously,furniture/equipment,0<=Credit<1000,>=1000,4<=X<7,female div/sep/mar,30.0,skilled,good
no checking,critical/other existing credit,new car,1000<=Credit<2000,500<=X<1000,1<=X<4,male single,44.0,skilled,good
0<=X<200,delayed previously,new car,1000<=Credit<2000,<100,unemployed,male single,47.0,high qualif/self emp/mgmt,bad
no checking,existing paid,radio/tv,3000<=Credit<4000,<100,1<=X<4,male single,52.0,skilled,good
no checking,existing paid,new car,3000<=Credit<4000,<100,>=7,female div/sep/mar,62.0,skilled,good
no checking,existing paid,new car,1000<=Credit<2000,100<=X<500,1<=X<4,male single,35.0,unskilled resident,good
no checking,existing paid,new car,3000<=Credit<4000,<100,1<=X<4,male single,26.0,skilled,good
no checking,critical/other existing credit,radio/tv,1000<=Credit<2000,<100,>=7,male single,26.0,skilled,good
0<=X<200,no credits/all paid,business,8000<=Credit<9000,<100,>=7,female div/sep/mar,42.0,high qualif/self emp/mgmt,bad
no checking,critical/other existing credit,radio/tv,1000<=Credit<2000,100<=X<500,1<=X<4,female div/sep/mar,27.0,skilled,good
0<=X<200,existing paid,radio/tv,0<=Credit<1000,unknown,>=7,male single,38.0,skilled,good
<0,critical/other existing credit,new car,2000<=Credit<3000,<100,1<=X<4,male single,39.0,unskilled resident,good
<0,existing paid,furniture/equipment,2000<=Credit<3000,unknown,1<=X<4,male mar/wid/div/sep,20.0,skilled,bad
0<=X<200,existing paid,furniture/equipment,9000<=Credit<10000,100<=X<500,<1,male single,29.0,high qualif/self emp/mgmt,bad
no checking,critical/other existing credit,furniture/equipment,1000<=Credit<2000,<100,4<=X<7,male single,40.0,skilled,good
0<=X<200,existing paid,radio/tv,1000<=Credit<2000,<100,>=7,male mar/wid/div/sep,32.0,unskilled resident,good
>=200,critical/other existing credit,new car,1000<=Credit<2000,100<=X<500,>=7,male mar/wid/div/sep,28.0,skilled,good
<0,existing paid,new car,3000<=Credit<4000,<100,<1,female div/sep/mar,27.0,skilled,bad
<0,existing paid,used car,5000<=Credit<6000,<100,>=7,male single,42.0,skilled,good
>=200,existing paid,radio/tv,1000<=Credit<2000,100<=X<500,>=7,male mar/wid/div/sep,49.0,skilled,good
0<=X<200,critical/other existing credit,radio/tv,1000<=Credit<2000,100<=X<500,<1,male single,38.0,skilled,bad
<0,existing paid,new car,1000<=Credit<2000,<100,<1,female div/sep/mar,24.0,skilled,bad
no checking,existing paid,new car,1000<=Credit<2000,unknown,1<=X<4,male single,27.0,unskilled resident,bad
>=200,critical/other existing credit,used car,2000<=Credit<3000,500<=X<1000,1<=X<4,male single,36.0,skilled,good
