Checking Status,Credit History,Purpose,Credit Requested,Saving Status,Employment,Personal Status,Age,Job,Class
no checking,existing paid,furniture/equipment,0.0787,<100,1<=X<4,male single,0.5,skilled,good
>=200,no credits/all paid,furniture/equipment,0.07225,unknown,4<=X<7,male single,0.49,unskilled resident,good
no checking,critical/other existing credit,furniture/equipment,0.076,unknown,>=7,male single,0.63,skilled,good
0<=X<200,critical/other existing credit,new car,0.1939,100<=X<500,<1,male mar/wid/div/sep,0.37,skilled,good
<0,existing paid,new car,0.5361,<100,<1,female div/sep/mar,0.35,unskilled resident,good
<0,existing paid,used car,0.2394,<100,4<=X<7,male single,0.26,skilled,good
0<=X<200,delayed previously,other,0.3791,100<=X<500,unemployed,male single,0.31,high qualif/self emp/mgmt,good
0<=X<200,existing paid,furniture/equipment,0.0546,<100,1<=X<4,female div/sep/mar,0.49,skilled,good
<0,delayed previously,furniture/equipment,0.0512,<100,<1,male mar/wid/div/sep,0.48,skilled,bad
no checking,existing paid,business,0.0538,<100,1<=X<4,male mar/wid/div/sep,0.26,skilled,good
0<=X<200,existing paid,used car,0.4699,<100,<1,male mar/wid/div/sep,0.28,high qualif/self emp/mgmt,bad
<0,critical/other existing credit,used car,0.32095,<100,>=7,female div/sep/mar,0.44,high qualif/self emp/mgmt,good
>=200,critical/other existing credit,used car,0.2398,<100,>=7,male single,0.56,skilled,good
no checking,critical/other existing credit,business,0.38145,unknown,>=7,male mar/wid/div/sep,0.46,high qualif/self emp/mgmt,good
0<=X<200,existing paid,furniture/equipment,0.498,<100,<1,female div/sep/mar,0.26,skilled,bad
no checking,existing paid,used car,0.23375,unknown,<1,female div/sep/mar,0.2,skilled,good
no checking,existing paid,new car,0.06435,unknown,>=7,male single,0.45,unskilled resident,good
no checking,existing paid,furniture/equipment,0.12575,<100,1<=X<4,male single,0.43,skilled,good
0<=X<200,critical/other existing credit,furniture/equipment,0.13725,>=1000,4<=X<7,male single,0.32,skilled,good
no checking,existing paid,new car,0.0336,<100,unemployed,female div/sep/mar,0.54,unemp/unskilled non res,good
0<=X<200,no credits/all paid,furniture/equipment,0.1902,<100,1<=X<4,female div/sep/mar,0.42,skilled,bad
>=200,critical/other existing credit,new car,0.0672,unknown,4<=X<7,male single,0.37,unskilled resident,bad
<0,critical/other existing credit,new car,0.0519,<100,4<=X<7,male single,0.49,skilled,good
no checking,critical/other existing credit,new car,0.50635,500<=X<1000,1<=X<4,male single,0.44,skilled,bad
no checking,existing paid,furniture/equipment,0.07715,>=1000,1<=X<4,male mar/wid/div/sep,0.33,skilled,good
no checking,existing paid,used car,0.24055,unknown,4<=X<7,female div/sep/mar,0.24,unskilled resident,good
<0,existing paid,furniture/equipment,0.03635,100<=X<500,<1,male mar/wid/div/sep,0.33,unskilled resident,bad
0<=X<200,existing paid,furniture/equipment,0.06185,<100,1<=X<4,female div/sep/mar,0.24,skilled,bad
0<=X<200,existing paid,new car,0.0138,<100,1<=X<4,male mar/wid/div/sep,0.22,unskilled resident,good
0<=X<200,existing paid,other,0.26905,unknown,unemployed,male single,0.4,unemp/unskilled non res,good
no checking,existing paid,furniture/equipment,0.27555,100<=X<500,1<=X<4,male single,0.25,skilled,good
>=200,existing paid,furniture/equipment,0.18745,<100,<1,female div/sep/mar,0.26,skilled,good
0<=X<200,existing paid,new car,0.03425,<100,4<=X<7,male mar/wid/div/sep,0.25,unskilled resident,bad
>=200,existing paid,new car,0.0747,unknown,<1,male single,0.29,unskilled resident,good
<0,no credits/all paid,furniture/equipment,0.1373,<100,>=7,male single,0.31,skilled,bad
<0,existing paid,furniture/equipment,0.0354,<100,1<=X<4,male single,0.38,unskilled resident,good
0<=X<200,existing paid,furniture/equipment,0.21755,unknown,1<=X<4,female div/sep/mar,0.48,unskilled resident,good
no checking,critical/other existing credit,education,0.03505,<100,1<=X<4,male single,0.32,skilled,good
<0,delayed previously,furniture/equipment,0.18215,<100,>=7,female div/sep/mar,0.27,unskilled resident,good
0<=X<200,critical/other existing credit,new car,0.21245,<100,unemployed,male mar/wid/div/sep,0.28,high qualif/self emp/mgmt,bad
<0,existing paid,furniture/equipment,0.0969,<100,<1,male mar/wid/div/sep,0.32,skilled,bad
<0,existing paid,used car,0.1455,<100,4<=X<7,male single,0.34,high qualif/self emp/mgmt,good
<0,existing paid,furniture/equipment,0.13295,>=1000,1<=X<4,male single,0.28,skilled,good
no checking,critical/other existing credit,new car,0.0514,<100,1<=X<4,female div/sep/mar,0.36,skilled,good
<0,critical/other existing credit,new car,0.1699,<100,4<=X<7,male single,0.39,unskilled resident,good
no checking,critical/other existing credit,furniture/equipment,0.29005,unknown,>=7,male single,0.49,skilled,good
no checking,existing paid,new car,0.07625,>=1000,4<=X<7,female div/sep/mar,0.34,skilled,good
>=200,existing paid,furniture/equipment,0.22365,<100,>=7,male single,0.31,skilled,good
0<=X<200,existing paid,furniture/equipment,0.0534,<100,>=7,male single,0.28,skilled,good
<0,critical/other existing credit,used car,0.33075,<100,unemployed,male single,0.75,high qualif/self emp/mgmt,good
no checking,critical/other existing credit,education,0.0932,100<=X<500,1<=X<4,female div/sep/mar,0.3,skilled,bad
0<=X<200,existing paid,new car,0.3704,100<=X<500,<1,female div/sep/mar,0.24,high qualif/self emp/mgmt,bad
no checking,critical/other existing credit,used car,0.5795,100<=X<500,1<=X<4,female div/sep/mar,0.24,unskilled resident,bad
<0,no credits/all paid,furniture/equipment,0.2055,<100,>=7,male single,0.23,skilled,bad
<0,critical/other existing credit,furniture/equipment,0.1692,<100,1<=X<4,male mar/wid/div/sep,0.44,high qualif/self emp/mgmt,bad
0<=X<200,existing paid,furniture/equipment,0.10505,<100,<1,female div/sep/mar,0.23,unskilled resident,good
<0,existing paid,furniture/equipment,0.06375,unknown,1<=X<4,female div/sep/mar,0.24,skilled,bad
<0,existing paid,furniture/equipment,0.20845,<100,1<=X<4,male single,0.28,skilled,good
0<=X<200,existing paid,furniture/equipment,0.07605,<100,1<=X<4,male mar/wid/div/sep,0.31,unskilled resident,good
0<=X<200,critical/other existing credit,education,0.28715,<100,<1,female div/sep/mar,0.24,skilled,good
<0,existing paid,furniture/equipment,0.17995,<100,4<=X<7,female div/sep/mar,0.26,unskilled resident,good
0<=X<200,existing paid,furniture/equipment,0.16065,500<=X<1000,<1,male mar/wid/div/sep,0.25,skilled,good
0<=X<200,existing paid,business,0.22195,<100,>=7,male single,0.33,high qualif/self emp/mgmt,good
>=200,existing paid,new car,0.19745,<100,<1,male single,0.37,unskilled resident,good
no checking,critical/other existing credit,furniture/equipment,0.07295,<100,1<=X<4,female div/sep/mar,0.43,unskilled resident,good
0<=X<200,critical/other existing credit,furniture/equipment,0.0441,<100,<1,male single,0.23,skilled,good
0<=X<200,existing paid,furniture/equipment,0.1879,500<=X<1000,unemployed,female div/sep/mar,0.23,unemp/unskilled non res,good
no checking,delayed previously,business,0.08715,100<=X<500,1<=X<4,male single,0.34,unskilled resident,good
0<=X<200,critical/other existing credit,education,0.0568,>=1000,>=7,male single,0.32,skilled,bad
no checking,existing paid,furniture/equipment,0.0618,<100,<1,female div/sep/mar,0.23,skilled,good
0<=X<200,existing paid,furniture/equipment,0.04795,<100,1<=X<4,female div/sep/mar,0.29,skilled,bad
no checking,critical/other existing credit,used car,0.16145,unknown,unemployed,male single,0.38,high qualif/self emp/mgmt,good
<0,no credits/all paid,furniture/equipment,0.30995,<100,1<=X<4,male single,0.28,skilled,bad
no checking,existing paid,education,0.03635,500<=X<1000,>=7,male single,0.46,skilled,good
0<=X<200,existing paid,new car,0.0623,<100,<1,male single,0.23,unskilled resident,bad
no checking,critical/other existing credit,furniture/equipment,0.11655,unknown,>=7,male single,0.49,skilled,good
no checking,delayed previously,furniture/equipment,0.22315,<100,1<=X<4,male single,0.26,high qualif/self emp/mgmt,bad
no checking,existing paid,furniture/equipment,0.0388,<100,1<=X<4,male mar/wid/div/sep,0.28,skilled,good
<0,existing paid,furniture/equipment,0.1203,<100,4<=X<7,female div/sep/mar,0.23,skilled,bad
0<=X<200,existing paid,education,0.06195,unknown,1<=X<4,male single,0.61,skilled,good
>=200,existing paid,furniture/equipment,0.16995,unknown,>=7,male single,0.37,high qualif/self emp/mgmt,good
>=200,delayed previously,new car,0.11235,<100,1<=X<4,female div/sep/mar,0.36,skilled,good
no checking,existing paid,furniture/equipment,0.0883,<100,1<=X<4,male mar/wid/div/sep,0.21,skilled,good
<0,existing paid,furniture/equipment,0.12365,<100,unemployed,male single,0.25,unemp/unskilled non res,bad
no checking,existing paid,business,0.0771,<100,4<=X<7,male single,0.36,skilled,good
no checking,critical/other existing credit,used car,0.1925,<100,4<=X<7,male single,0.27,skilled,good
<0,existing paid,furniture/equipment,0.1825,<100,<1,female div/sep/mar,0.22,skilled,good
<0,existing paid,furniture/equipment,0.1723,<100,>=7,male single,0.42,skilled,bad
0<=X<200,existing paid,furniture/equipment,0.15005,<100,4<=X<7,female div/sep/mar,0.4,skilled,good
no checking,existing paid,new car,0.15395,unknown,1<=X<4,male single,0.36,skilled,good
no checking,critical/other existing credit,furniture/equipment,0.3035,<100,>=7,male single,0.33,skilled,good
no checking,critical/other existing credit,furniture/equipment,0.1073,<100,<1,female div/sep/mar,0.23,skilled,good
no checking,critical/other existing credit,new car,0.6878,unknown,>=7,male single,0.63,high qualif/self emp/mgmt,good
0<=X<200,no credits/all paid,other,0.7391,100<=X<500,>=7,female div/sep/mar,0.6,high qualif/self emp/mgmt,bad
<0,no credits/all paid,business,0.38425,<100,4<=X<7,female div/sep/mar,0.37,skilled,bad
no checking,delayed previously,furniture/equipment,0.116,<100,unemployed,male mar/wid/div/sep,0.34,skilled,good
no checking,delayed previously,furniture/equipment,0.0423,unknown,>=7,male single,0.36,skilled,good
0<=X<200,existing paid,new car,0.7159,<100,>=7,male single,0.57,high qualif/self emp/mgmt,bad
no checking,critical/other existing credit,new car,0.0181,100<=X<500,1<=X<4,female div/sep/mar,0.52,unskilled resident,good
<0,existing paid,furniture/equipment,0.1106,unknown,4<=X<7,male single,0.39,skilled,good
0<=X<200,existing paid,used car,0.6488,<100,unemployed,female div/sep/mar,0.38,high qualif/self emp/mgmt,bad
no checking,existing paid,new car,0.06415,unknown,4<=X<7,female div/sep/mar,0.25,skilled,good
>=200,existing paid,new car,0.0665,<100,<1,male single,0.26,skilled,good
no checking,delayed previously,business,0.2136,100<=X<500,1<=X<4,male single,0.26,unskilled resident,good
no checking,critical/other existing credit,furniture/equipment,0.1119,<100,1<=X<4,female div/sep/mar,0.25,skilled,good
no checking,existing paid,furniture/equipment,0.0563,unknown,<1,female div/sep/mar,0.21,skilled,good
0<=X<200,critical/other existing credit,furniture/equipment,0.3687,<100,unemployed,male single,0.4,high qualif/self emp/mgmt,good
0<=X<200,critical/other existing credit,business,0.1163,500<=X<1000,1<=X<4,male single,0.27,skilled,good
no checking,existing paid,business,0.07245,<100,4<=X<7,female div/sep/mar,0.27,skilled,good
no checking,existing paid,new car,0.091,<100,1<=X<4,male mar/wid/div/sep,0.3,high qualif/self emp/mgmt,good
0<=X<200,existing paid,furniture/equipment,0.04915,>=1000,<1,female div/sep/mar,0.19,unskilled resident,good
<0,existing paid,new car,0.16245,<100,4<=X<7,male single,0.39,high qualif/self emp/mgmt,good
<0,critical/other existing credit,furniture/equipment,0.09785,<100,4<=X<7,female div/sep/mar,0.31,skilled,good
no checking,critical/other existing credit,furniture/equipment,0.1203,<100,unemployed,male single,0.31,high qualif/self emp/mgmt,good
0<=X<200,delayed previously,education,0.588,100<=X<500,4<=X<7,male single,0.32,skilled,good
<0,existing paid,furniture/equipment,0.1289,<100,unemployed,female div/sep/mar,0.55,high qualif/self emp/mgmt,good
<0,critical/other existing credit,furniture/equipment,0.1174,<100,1<=X<4,male mar/wid/div/sep,0.46,skilled,good
0<=X<200,existing paid,new car,0.06115,<100,>=7,male mar/wid/div/sep,0.46,skilled,bad
no checking,critical/other existing credit,furniture/equipment,0.0758,>=1000,1<=X<4,female div/sep/mar,0.43,unskilled resident,good
no checking,existing paid,furniture/equipment,0.07365,<100,<1,male mar/wid/div/sep,0.39,skilled,good
0<=X<200,critical/other existing credit,business,0.09435,unknown,1<=X<4,male mar/wid/div/sep,0.28,skilled,good
no checking,delayed previously,business,0.4324,<100,<1,male single,0.27,skilled,bad
no checking,delayed previously,new car,0.0401,<100,1<=X<4,male single,0.27,unskilled resident,good
0<=X<200,delayed previously,new car,0.14495,unknown,>=7,male single,0.43,skilled,good
0<=X<200,existing paid,furniture/equipment,0.10195,<100,<1,male mar/wid/div/sep,0.22,skilled,bad
no checking,critical/other existing credit,used car,0.10985,unknown,4<=X<7,male single,0.43,skilled,good
<0,existing paid,furniture/equipment,0.05265,<100,<1,male mar/wid/div/sep,0.27,skilled,good
no checking,existing paid,furniture/equipment,0.16175,500<=X<1000,>=7,male mar/wid/div/sep,0.26,high qualif/self emp/mgmt,good
>=200,critical/other existing credit,new car,0.04695,500<=X<1000,4<=X<7,male mar/wid/div/sep,0.28,skilled,bad
0<=X<200,existing paid,furniture/equipment,0.09835,<100,>=7,female div/sep/mar,0.2,skilled,good
no checking,critical/other existing credit,used car,0.36265,<100,4<=X<7,male single,0.35,high qualif/self emp/mgmt,good
no checking,critical/other existing credit,business,0.1146,<100,unemployed,male single,0.42,high qualif/self emp/mgmt,bad
no checking,existing paid,new car,0.07985,500<=X<1000,1<=X<4,male single,0.4,unskilled resident,good
<0,existing paid,new car,0.06905,unknown,1<=X<4,female div/sep/mar,0.35,skilled,bad
no checking,critical/other existing credit,used car,0.2921,<100,>=7,male single,0.35,skilled,good
<0,existing paid,new car,0.12895,<100,<1,male single,0.33,unskilled resident,bad
<0,delayed previously,education,0.42355,unknown,1<=X<4,female div/sep/mar,0.23,skilled,good
no checking,existing paid,new car,0.1391,500<=X<1000,4<=X<7,female div/sep/mar,0.31,high qualif/self emp/mgmt,good
0<=X<200,existing paid,new car,0.0521,unknown,1<=X<4,female div/sep/mar,0.33,skilled,bad
no checking,existing paid,new car,0.1593,>=1000,4<=X<7,female div/sep/mar,0.2,skilled,good
0<=X<200,existing paid,used car,0.1014,unknown,1<=X<4,male single,0.3,skilled,good
0<=X<200,critical/other existing credit,new car,0.0479,<100,4<=X<7,male single,0.47,unskilled resident,good
no checking,delayed previously,furniture/equipment,0.07955,100<=X<500,4<=X<7,male single,0.34,high qualif/self emp/mgmt,good
0<=X<200,existing paid,furniture/equipment,0.1381,unknown,>=7,female div/sep/mar,0.25,skilled,bad
0<=X<200,existing paid,used car,0.13895,<100,1<=X<4,male mar/wid/div/sep,0.21,skilled,good
no checking,critical/other existing credit,furniture/equipment,0.13715,<100,>=7,male single,0.29,skilled,good
no checking,critical/other existing credit,furniture/equipment,0.05745,>=1000,1<=X<4,male single,0.46,skilled,good
no checking,existing paid,furniture/equipment,0.06565,<100,>=7,male single,0.2,skilled,good
<0,critical/other existing credit,repairs,0.0595,<100,unemployed,female div/sep/mar,0.55,unemp/unskilled non res,bad
no checking,existing paid,business,0.1724,<100,4<=X<7,male single,0.74,unskilled resident,good
0<=X<200,existing paid,other,0.664,<100,1<=X<4,male single,0.29,high qualif/self emp/mgmt,bad
<0,critical/other existing credit,furniture/equipment,0.0936,<100,unemployed,male single,0.36,high qualif/self emp/mgmt,good
no checking,critical/other existing credit,repairs,0.1029,<100,1<=X<4,male mar/wid/div/sep,0.33,skilled,good
<0,existing paid,furniture/equipment,0.1068,<100,1<=X<4,male single,0.25,skilled,good
0<=X<200,existing paid,furniture/equipment,0.0742,unknown,1<=X<4,male mar/wid/div/sep,0.25,skilled,bad
no checking,existing paid,repairs,0.033,500<=X<1000,4<=X<7,male mar/wid/div/sep,0.23,unskilled resident,good
no checking,critical/other existing credit,new car,0.06435,>=1000,>=7,female div/sep/mar,0.37,skilled,good
<0,critical/other existing credit,repairs,0.1697,<100,unemployed,male single,0.65,unemp/unskilled non res,good
>=200,no credits/all paid,business,0.03045,<100,<1,female div/sep/mar,0.26,unemp/unskilled non res,bad
no checking,existing paid,new car,0.0942,<100,>=7,male single,0.39,high qualif/self emp/mgmt,good
<0,existing paid,furniture/equipment,0.081,<100,1<=X<4,female div/sep/mar,0.3,skilled,good
0<=X<200,delayed previously,other,0.13145,<100,1<=X<4,male single,0.29,skilled,good
no checking,existing paid,education,0.3595,<100,>=7,male single,0.41,unskilled resident,bad
0<=X<200,critical/other existing credit,furniture/equipment,0.2548,<100,1<=X<4,female div/sep/mar,0.3,high qualif/self emp/mgmt,bad
no checking,critical/other existing credit,education,0.0622,unknown,>=7,female div/sep/mar,0.41,unskilled resident,good
<0,existing paid,new car,0.0921,<100,<1,female div/sep/mar,0.34,skilled,bad
0<=X<200,existing paid,furniture/equipment,0.1288,<100,1<=X<4,male single,0.35,skilled,good
>=200,existing paid,furniture/equipment,0.0712,unknown,>=7,female div/sep/mar,0.55,high qualif/self emp/mgmt,good
0<=X<200,delayed previously,repairs,0.0756,>=1000,1<=X<4,male mar/wid/div/sep,0.61,skilled,bad
no checking,critical/other existing credit,used car,0.5527,unknown,1<=X<4,male single,0.3,high qualif/self emp/mgmt,good
no checking,existing paid,furniture/equipment,0.259,<100,1<=X<4,female div/sep/mar,0.29,skilled,good
no checking,no credits/all paid,furniture/equipment,0.13795,<100,>=7,male single,0.34,skilled,good
no checking,existing paid,used car,0.1335,<100,>=7,male single,0.35,high qualif/self emp/mgmt,good
<0,existing paid,new car,0.24085,<100,4<=X<7,male single,0.31,skilled,bad
no checking,existing paid,used car,0.13395,<100,<1,female div/sep/mar,0.29,high qualif/self emp/mgmt,good
<0,critical/other existing credit,new car,0.19525,<100,1<=X<4,male single,0.36,skilled,good
<0,existing paid,used car,0.1693,<100,>=7,male single,0.35,skilled,bad
<0,existing paid,furniture/equipment,0.01715,<100,<1,female div/sep/mar,0.27,skilled,good
no checking,existing paid,furniture/equipment,0.2297,<100,<1,male single,0.32,skilled,good
<0,existing paid,furniture/equipment,0.181,<100,1<=X<4,male single,0.37,skilled,good
<0,existing paid,new car,0.08605,<100,<1,male single,0.36,skilled,good
0<=X<200,existing paid,furniture/equipment,0.15085,<100,<1,female div/sep/mar,0.34,high qualif/self emp/mgmt,good
0<=X<200,existing paid,retraining,0.0377,unknown,>=7,male single,0.38,skilled,good
no checking,existing paid,business,0.0975,<100,4<=X<7,male single,0.34,skilled,good
<0,existing paid,used car,0.1462,<100,1<=X<4,male single,0.63,skilled,good
<0,delayed previously,furniture/equipment,0.08295,<100,<1,female div/sep/mar,0.29,unskilled resident,bad
no checking,delayed previously,furniture/equipment,0.3619,unknown,>=7,male single,0.32,skilled,good
no checking,delayed previously,business,0.1382,<100,1<=X<4,female div/sep/mar,0.26,skilled,good
no checking,delayed previously,used car,0.23395,<100,4<=X<7,male single,0.35,unskilled resident,good
0<=X<200,existing paid,furniture/equipment,0.1546,100<=X<500,<1,male mar/wid/div/sep,0.22,skilled,bad
<0,existing paid,education,0.0224,<100,<1,female div/sep/mar,0.23,skilled,bad
<0,existing paid,new car,0.0327,<100,1<=X<4,male single,0.28,unskilled resident,bad
no checking,existing paid,retraining,0.0619,unknown,unemployed,male single,0.36,high qualif/self emp/mgmt,good
0<=X<200,critical/other existing credit,furniture/equipment,0.06225,<100,1<=X<4,male mar/wid/div/sep,0.33,skilled,bad
<0,no credits/all paid,furniture/equipment,0.1557,<100,<1,female div/sep/mar,0.26,skilled,bad
no checking,existing paid,used car,0.12845,500<=X<1000,1<=X<4,male single,0.24,skilled,good
>=200,existing paid,furniture/equipment,0.2576,<100,4<=X<7,male single,0.25,skilled,good
0<=X<200,existing paid,business,0.05185,100<=X<500,4<=X<7,male single,0.39,unskilled resident,good
<0,critical/other existing credit,furniture/equipment,0.0739,<100,>=7,male single,0.44,skilled,good
0<=X<200,critical/other existing credit,furniture/equipment,0.17865,<100,1<=X<4,female div/sep/mar,0.23,unskilled resident,good
0<=X<200,existing paid,new car,0.06005,<100,<1,male single,0.26,skilled,good
<0,existing paid,furniture/equipment,0.1811,>=1000,>=7,female div/sep/mar,0.57,skilled,good
no checking,delayed previously,furniture/equipment,0.048,>=1000,4<=X<7,female div/sep/mar,0.3,skilled,good
no checking,critical/other existing credit,new car,0.05815,500<=X<1000,1<=X<4,male single,0.44,skilled,good
0<=X<200,delayed previously,new car,0.06045,<100,unemployed,male single,0.47,high qualif/self emp/mgmt,bad
no checking,existing paid,furniture/equipment,0.15385,<100,1<=X<4,male single,0.52,skilled,good
no checking,existing paid,new car,0.18785,<100,>=7,female div/sep/mar,0.62,skilled,good
no checking,existing paid,new car,0.0709,100<=X<500,1<=X<4,male single,0.35,unskilled resident,good
no checking,existing paid,new car,0.1759,<100,1<=X<4,male single,0.26,skilled,good
no checking,critical/other existing credit,furniture/equipment,0.0967,<100,>=7,male single,0.26,skilled,good
0<=X<200,no credits/all paid,business,0.4159,<100,>=7,female div/sep/mar,0.42,high qualif/self emp/mgmt,bad
no checking,critical/other existing credit,furniture/equipment,0.06185,100<=X<500,1<=X<4,female div/sep/mar,0.27,skilled,good
0<=X<200,existing paid,furniture/equipment,0.0184,unknown,>=7,male single,0.38,skilled,good
<0,critical/other existing credit,new car,0.1061,<100,1<=X<4,male single,0.39,unskilled resident,good
<0,existing paid,furniture/equipment,0.1498,unknown,1<=X<4,male mar/wid/div/sep,0.2,skilled,bad
0<=X<200,existing paid,furniture/equipment,0.4517,100<=X<500,<1,male single,0.29,high qualif/self emp/mgmt,bad
no checking,critical/other existing credit,furniture/equipment,0.07925,<100,4<=X<7,male single,0.4,skilled,good
0<=X<200,existing paid,furniture/equipment,0.06505,<100,>=7,male mar/wid/div/sep,0.32,unskilled resident,good
>=200,critical/other existing credit,new car,0.06615,100<=X<500,>=7,male mar/wid/div/sep,0.28,skilled,good
<0,existing paid,new car,0.15615,<100,<1,female div/sep/mar,0.27,skilled,bad
<0,existing paid,used car,0.27465,<100,>=7,male single,0.42,skilled,good
>=200,existing paid,furniture/equipment,0.0563,100<=X<500,>=7,male mar/wid/div/sep,0.49,skilled,good
0<=X<200,critical/other existing credit,furniture/equipment,0.0608,100<=X<500,<1,male single,0.38,skilled,bad
<0,existing paid,new car,0.06035,<100,<1,female div/sep/mar,0.24,skilled,bad
no checking,existing paid,new car,0.06545,unknown,1<=X<4,male single,0.27,unskilled resident,bad
>=200,critical/other existing credit,used car,0.118,500<=X<1000,1<=X<4,male single,0.36,skilled,good
0<=X<200,no credits/all paid,new car,0.3425,100<=X<500,unemployed,male single,0.34,high qualif/self emp/mgmt,bad
no checking,existing paid,furniture/equipment,0.07065,<100,1<=X<4,male mar/wid/div/sep,0.28,skilled,good
no checking,existing paid,used car,0.4294,100<=X<500,>=7,male single,0.45,high qualif/self emp/mgmt,good
<0,existing paid,new car,0.03795,<100,4<=X<7,male single,0.26,skilled,bad
no checking,existing paid,used car,0.2343,<100,1<=X<4,male single,0.32,high qualif/self emp/mgmt,good
>=200,existing paid,business,0.13435,<100,4<=X<7,male single,0.26,skilled,good
0<=X<200,delayed previously,furniture/equipment,0.2925,<100,1<=X<4,male mar/wid/div/sep,0.2,skilled,good
no checking,existing paid,new car,0.11275,unknown,<1,male single,0.54,skilled,good
<0,critical/other existing credit,new car,0.03045,<100,4<=X<7,female div/sep/mar,0.37,skilled,good
<0,critical/other existing credit,new car,0.06805,<100,<1,male single,0.4,unskilled resident,good
no checking,critical/other existing credit,furniture/equipment,0.35635,<100,<1,female div/sep/mar,0.23,skilled,bad
<0,existing paid,new car,0.06015,100<=X<500,>=7,male single,0.43,skilled,good
no checking,critical/other existing credit,furniture/equipment,0.035,unknown,>=7,male single,0.36,skilled,good
no checking,critical/other existing credit,repairs,0.27535,<100,>=7,male single,0.44,skilled,good
<0,existing paid,furniture/equipment,0.1595,<100,1<=X<4,female div/sep/mar,0.24,skilled,bad
<0,no credits/all paid,furniture/equipment,0.35595,<100,1<=X<4,male single,0.53,skilled,bad
no checking,existing paid,used car,0.1744,100<=X<500,4<=X<7,female div/sep/mar,0.23,skilled,good
0<=X<200,existing paid,furniture/equipment,0.05565,<100,1<=X<4,female div/sep/mar,0.26,unskilled resident,good
0<=X<200,existing paid,used car,0.3983,<100,<1,male single,0.3,skilled,good
no checking,critical/other existing credit,education,0.0766,100<=X<500,1<=X<4,female div/sep/mar,0.31,skilled,good
no checking,critical/other existing credit,furniture/equipment,0.07515,<100,4<=X<7,male single,0.42,unskilled resident,good
<0,existing paid,furniture/equipment,0.1151,<100,1<=X<4,male mar/wid/div/sep,0.31,skilled,bad
<0,existing paid,new car,0.0331,<100,<1,male single,0.41,unskilled resident,good
0<=X<200,existing paid,education,0.11365,<100,4<=X<7,male single,0.32,skilled,good
0<=X<200,existing paid,new car,0.13155,100<=X<500,1<=X<4,female div/sep/mar,0.28,skilled,bad
no checking,delayed previously,used car,0.07515,<100,1<=X<4,male mar/wid/div/sep,0.41,skilled,good
no checking,existing paid,furniture/equipment,0.06555,100<=X<500,4<=X<7,male mar/wid/div/sep,0.26,skilled,good
no checking,existing paid,furniture/equipment,0.15525,unknown,<1,male single,0.25,skilled,good
>=200,critical/other existing credit,education,0.11595,<100,<1,male mar/wid/div/sep,0.33,skilled,bad
<0,existing paid,new car,0.0687,unknown,unemployed,female div/sep/mar,0.75,high qualif/self emp/mgmt,good
0<=X<200,critical/other existing credit,furniture/equipment,0.1806,<100,>=7,female div/sep/mar,0.37,skilled,good
<0,existing paid,new car,0.38815,<100,>=7,male single,0.42,high qualif/self emp/mgmt,bad
>=200,existing paid,furniture/equipment,0.15245,<100,<1,female div/sep/mar,0.45,unskilled resident,good
0<=X<200,existing paid,furniture/equipment,0.0767,<100,<1,male mar/wid/div/sep,0.23,skilled,bad
no checking,delayed previously,new car,0.1016,<100,>=7,male single,0.6,skilled,good
<0,existing paid,furniture/equipment,0.3175,unknown,>=7,male single,0.31,skilled,bad
>=200,existing paid,furniture/equipment,0.1432,<100,1<=X<4,male single,0.34,unskilled resident,bad
no checking,critical/other existing credit,new car,0.06275,<100,>=7,male single,0.61,unskilled resident,good
<0,delayed previously,new car,0.06665,<100,unemployed,male single,0.43,skilled,bad
no checking,critical/other existing credit,new car,0.1011,<100,1<=X<4,female div/sep/mar,0.37,skilled,good
no checking,existing paid,furniture/equipment,0.0776,<100,4<=X<7,male single,0.32,skilled,good
<0,no credits/all paid,furniture/equipment,0.0313,<100,1<=X<4,female div/sep/mar,0.24,unskilled resident,bad
no checking,critical/other existing credit,used car,0.4429,unknown,4<=X<7,male single,0.35,skilled,good
no checking,critical/other existing credit,repairs,0.0498,unknown,4<=X<7,female div/sep/mar,0.23,skilled,good
no checking,no credits/all paid,furniture/equipment,0.0875,500<=X<1000,>=7,male single,0.45,unskilled resident,good
<0,existing paid,furniture/equipment,0.34995,<100,4<=X<7,male mar/wid/div/sep,0.34,skilled,bad
0<=X<200,critical/other existing credit,new car,0.09975,100<=X<500,<1,male single,0.27,skilled,good
0<=X<200,existing paid,education,0.05995,<100,4<=X<7,female div/sep/mar,0.67,high qualif/self emp/mgmt,good
0<=X<200,existing paid,furniture/equipment,0.06655,<100,<1,male single,0.22,skilled,bad
0<=X<200,no credits/all paid,new car,0.1139,100<=X<500,<1,female div/sep/mar,0.28,skilled,bad
no checking,no credits/all paid,new car,0.25015,unknown,1<=X<4,female div/sep/mar,0.29,skilled,bad
<0,no credits/all paid,furniture/equipment,0.1776,<100,4<=X<7,male single,0.27,skilled,bad
0<=X<200,critical/other existing credit,furniture/equipment,0.964,<100,<1,male single,0.31,unskilled resident,bad
<0,existing paid,used car,0.1482,unknown,>=7,male single,0.49,skilled,good
<0,no credits/all paid,furniture/equipment,0.0773,<100,4<=X<7,male single,0.24,unskilled resident,bad
>=200,delayed previously,furniture/equipment,0.03415,<100,<1,female div/sep/mar,0.29,skilled,good
