Checking Status,Credit History,Purpose,Credit Requested,Saving Status,Employment,Personal Status,Age,Job,Class
no checking,no credits/all paid,new car,0<=Credit<2500,100<=X<500,0<X<4,single,28<=X<38,skilled,good
>=200,existing paid,furniture/equipment,0<=Credit<2500,<100,0<X<4,single,18<=X<28,skilled,good
no checking,existing paid,radio/tv,0<=Credit<2500,<100,unemployed,div/sep/mar/wid,18<=X<28,skilled,bad
<0,critical/other existing credit,new car,0<=Credit<2500,>500,4<=X<7,div/sep/mar/wid,38<=X<48,unskilled,good
>=200,existing paid,furniture/equipment,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,38<=X<48,unskilled,good
0<=X<200,existing paid,new car,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,18<=X<28,skilled,bad
no checking,delayed previously,furniture/equipment,2500<=Credit<5000,100<=X<500,0<X<4,single,28<=X<38,skilled,good
0<=X<200,existing paid,furniture/equipment,0<=Credit<2500,unknown,4<=X<7,single,18<=X<28,skilled,good
0<=X<200,delayed previously,radio/tv,5000<=Credit<7500,unknown,0<X<4,single,18<=X<28,unskilled,good
no checking,critical/other existing credit,radio/tv,2500<=Credit<5000,<100,0<X<4,single,28<=X<38,unskilled,good
<0,no credits/all paid,radio/tv,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,28<=X<38,skilled,bad
no checking,existing paid,used car,2500<=Credit<5000,100<=X<500,0<X<4,div/sep/mar/wid,18<=X<28,skilled,good
no checking,critical/other existing credit,radio/tv,0<=Credit<2500,100<=X<500,unemployed,div/sep/mar/wid,48<=X<58,unskilled,good
<0,existing paid,furniture/equipment,0<=Credit<2500,<100,0<X<4,single,18<=X<28,skilled,good
<0,existing paid,radio/tv,0<=Credit<2500,<100,>=7,div/sep/mar/wid,48<=X<58,skilled,good
<0,critical/other existing credit,new car,5000<=Credit<7500,<100,>=7,single,28<=X<38,high qualif/self emp/mgmt,good
no checking,critical/other existing credit,education,2500<=Credit<5000,<100,>=7,div/sep/mar/wid,48<=X<58,unskilled,good
no checking,critical/other existing credit,new car,0<=Credit<2500,<100,>=7,single,28<=X<38,unskilled,good
0<=X<200,existing paid,radio/tv,0<=Credit<2500,<100,>=7,single,28<=X<38,skilled,bad
no checking,critical/other existing credit,business,5000<=Credit<7500,unknown,>=7,single,28<=X<38,skilled,good
no checking,existing paid,radio/tv,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,38<=X<48,skilled,good
<0,existing paid,new car,7500<=Credit<10000,<100,>=7,div/sep/mar/wid,38<=X<48,high qualif/self emp/mgmt,bad
no checking,existing paid,radio/tv,0<=Credit<2500,unknown,>=7,single,18<=X<28,skilled,good
no checking,existing paid,new car,2500<=Credit<5000,unknown,4<=X<7,single,28<=X<38,skilled,good
no checking,critical/other existing credit,furniture/equipment,0<=Credit<2500,>500,4<=X<7,div/sep/mar/wid,28<=X<38,skilled,good
0<=X<200,no credits/all paid,new car,10000<=Credit<12500,unknown,unemployed,single,28<=X<38,high qualif/self emp/mgmt,good
0<=X<200,existing paid,radio/tv,2500<=Credit<5000,<100,4<=X<7,single,28<=X<38,skilled,bad
<0,existing paid,repairs,10000<=Credit<12500,<100,0<X<4,div/sep/mar/wid,28<=X<38,unskilled,bad
no checking,existing paid,radio/tv,2500<=Credit<5000,<100,0<X<4,single,28<=X<38,skilled,good
no checking,critical/other existing credit,radio/tv,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,18<=X<28,skilled,good
<0,existing paid,furniture/equipment,0<=Credit<2500,unknown,>=7,div/sep/mar/wid,48<=X<58,unskilled,good
no checking,existing paid,furniture/equipment,2500<=Credit<5000,<100,0<X<4,div/sep/mar/wid,28<=X<38,skilled,bad
no checking,existing paid,radio/tv,0<=Credit<2500,100<=X<500,0<X<4,single,28<=X<38,high qualif/self emp/mgmt,good
no checking,critical/other existing credit,used car,2500<=Credit<5000,>500,>=7,single,18<=X<28,skilled,good
no checking,existing paid,furniture/equipment,0<=Credit<2500,<100,0<X<4,single,48<=X<58,skilled,good
>=200,no credits/all paid,radio/tv,0<=Credit<2500,unknown,4<=X<7,single,48<=X<58,unskilled,good
no checking,critical/other existing credit,furniture/equipment,0<=Credit<2500,unknown,>=7,single,58<=X<68,skilled,good
0<=X<200,critical/other existing credit,new car,2500<=Credit<5000,100<=X<500,0<X<4,div/sep/mar/wid,28<=X<38,skilled,good
<0,existing paid,new car,10000<=Credit<12500,<100,0<X<4,div/sep/mar/wid,28<=X<38,unskilled,good
<0,existing paid,used car,2500<=Credit<5000,<100,4<=X<7,single,18<=X<28,skilled,good
0<=X<200,delayed previously,other,7500<=Credit<10000,100<=X<500,unemployed,single,28<=X<38,high qualif/self emp/mgmt,good
0<=X<200,existing paid,radio/tv,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,48<=X<58,skilled,good
<0,delayed previously,radio/tv,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,48<=X<58,skilled,bad
no checking,existing paid,business,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,18<=X<28,skilled,good
0<=X<200,existing paid,used car,7500<=Credit<10000,<100,0<X<4,div/sep/mar/wid,28<=X<38,high qualif/self emp/mgmt,bad
<0,critical/other existing credit,used car,5000<=Credit<7500,<100,>=7,div/sep/mar/wid,38<=X<48,high qualif/self emp/mgmt,good
>=200,critical/other existing credit,used car,2500<=Credit<5000,<100,>=7,single,48<=X<58,skilled,good
no checking,critical/other existing credit,business,7500<=Credit<10000,unknown,>=7,div/sep/mar/wid,38<=X<48,high qualif/self emp/mgmt,good
0<=X<200,existing paid,furniture/equipment,7500<=Credit<10000,<100,0<X<4,div/sep/mar/wid,18<=X<28,skilled,bad
no checking,existing paid,used car,2500<=Credit<5000,unknown,0<X<4,div/sep/mar/wid,18<=X<28,skilled,good
no checking,existing paid,new car,0<=Credit<2500,unknown,>=7,single,38<=X<48,unskilled,good
no checking,existing paid,furniture/equipment,2500<=Credit<5000,<100,0<X<4,single,38<=X<48,skilled,good
0<=X<200,critical/other existing credit,furniture/equipment,2500<=Credit<5000,>500,4<=X<7,single,28<=X<38,skilled,good
no checking,existing paid,new car,0<=Credit<2500,<100,unemployed,div/sep/mar/wid,48<=X<58,unskilled,good
0<=X<200,no credits/all paid,radio/tv,2500<=Credit<5000,<100,0<X<4,div/sep/mar/wid,38<=X<48,skilled,bad
>=200,critical/other existing credit,new car,0<=Credit<2500,unknown,4<=X<7,single,28<=X<38,unskilled,bad
<0,critical/other existing credit,new car,0<=Credit<2500,<100,4<=X<7,single,48<=X<58,skilled,good
no checking,critical/other existing credit,new car,10000<=Credit<12500,>500,0<X<4,single,38<=X<48,skilled,bad
no checking,existing paid,furniture/equipment,0<=Credit<2500,>500,0<X<4,div/sep/mar/wid,28<=X<38,skilled,good
no checking,existing paid,used car,2500<=Credit<5000,unknown,4<=X<7,div/sep/mar/wid,18<=X<28,unskilled,good
<0,existing paid,radio/tv,0<=Credit<2500,100<=X<500,0<X<4,div/sep/mar/wid,28<=X<38,unskilled,bad
0<=X<200,existing paid,furniture/equipment,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,18<=X<28,skilled,bad
0<=X<200,existing paid,new car,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,18<=X<28,unskilled,good
0<=X<200,existing paid,other,5000<=Credit<7500,unknown,unemployed,single,38<=X<48,unskilled,good
no checking,existing paid,furniture/equipment,5000<=Credit<7500,100<=X<500,0<X<4,single,18<=X<28,skilled,good
>=200,existing paid,furniture/equipment,2500<=Credit<5000,<100,0<X<4,div/sep/mar/wid,18<=X<28,skilled,good
0<=X<200,existing paid,new car,0<=Credit<2500,<100,4<=X<7,div/sep/mar/wid,18<=X<28,unskilled,bad
>=200,existing paid,new car,0<=Credit<2500,unknown,0<X<4,single,28<=X<38,unskilled,good
<0,no credits/all paid,furniture/equipment,2500<=Credit<5000,<100,>=7,single,28<=X<38,skilled,bad
<0,existing paid,furniture/equipment,0<=Credit<2500,<100,0<X<4,single,38<=X<48,unskilled,good
0<=X<200,existing paid,furniture/equipment,2500<=Credit<5000,unknown,0<X<4,div/sep/mar/wid,48<=X<58,unskilled,good
no checking,critical/other existing credit,education,0<=Credit<2500,<100,0<X<4,single,28<=X<38,skilled,good
<0,delayed previously,furniture/equipment,2500<=Credit<5000,<100,>=7,div/sep/mar/wid,18<=X<28,unskilled,good
0<=X<200,critical/other existing credit,new car,2500<=Credit<5000,<100,unemployed,div/sep/mar/wid,28<=X<38,high qualif/self emp/mgmt,bad
<0,existing paid,radio/tv,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,28<=X<38,skilled,bad
<0,existing paid,used car,2500<=Credit<5000,<100,4<=X<7,single,28<=X<38,high qualif/self emp/mgmt,good
<0,existing paid,furniture/equipment,2500<=Credit<5000,>500,0<X<4,single,28<=X<38,skilled,good
no checking,critical/other existing credit,new car,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,28<=X<38,skilled,good
<0,critical/other existing credit,new car,2500<=Credit<5000,<100,4<=X<7,single,38<=X<48,unskilled,good
no checking,critical/other existing credit,furniture/equipment,5000<=Credit<7500,unknown,>=7,single,48<=X<58,skilled,good
no checking,existing paid,new car,0<=Credit<2500,>500,4<=X<7,div/sep/mar/wid,28<=X<38,skilled,good
>=200,existing paid,radio/tv,2500<=Credit<5000,<100,>=7,single,28<=X<38,skilled,good
0<=X<200,existing paid,radio/tv,0<=Credit<2500,<100,>=7,single,28<=X<38,skilled,good
<0,critical/other existing credit,used car,5000<=Credit<7500,<100,unemployed,single,68<=X<78,high qualif/self emp/mgmt,good
no checking,critical/other existing credit,education,0<=Credit<2500,100<=X<500,0<X<4,div/sep/mar/wid,28<=X<38,skilled,bad
0<=X<200,existing paid,new car,5000<=Credit<7500,100<=X<500,0<X<4,div/sep/mar/wid,18<=X<28,high qualif/self emp/mgmt,bad
no checking,critical/other existing credit,used car,10000<=Credit<12500,100<=X<500,0<X<4,div/sep/mar/wid,18<=X<28,unskilled,bad
<0,no credits/all paid,furniture/equipment,2500<=Credit<5000,<100,>=7,single,18<=X<28,skilled,bad
<0,critical/other existing credit,furniture/equipment,2500<=Credit<5000,<100,0<X<4,div/sep/mar/wid,38<=X<48,high qualif/self emp/mgmt,bad
0<=X<200,existing paid,radio/tv,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,18<=X<28,unskilled,good
<0,existing paid,furniture/equipment,0<=Credit<2500,unknown,0<X<4,div/sep/mar/wid,18<=X<28,skilled,bad
<0,existing paid,furniture/equipment,2500<=Credit<5000,<100,0<X<4,single,28<=X<38,skilled,good
0<=X<200,existing paid,furniture/equipment,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,28<=X<38,unskilled,good
0<=X<200,critical/other existing credit,education,5000<=Credit<7500,<100,0<X<4,div/sep/mar/wid,18<=X<28,skilled,good
<0,existing paid,furniture/equipment,2500<=Credit<5000,<100,4<=X<7,div/sep/mar/wid,18<=X<28,unskilled,good
0<=X<200,existing paid,radio/tv,2500<=Credit<5000,>500,0<X<4,div/sep/mar/wid,18<=X<28,skilled,good
0<=X<200,existing paid,business,2500<=Credit<5000,<100,>=7,single,28<=X<38,high qualif/self emp/mgmt,good
>=200,existing paid,new car,2500<=Credit<5000,<100,0<X<4,single,28<=X<38,unskilled,good
no checking,critical/other existing credit,radio/tv,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,38<=X<48,unskilled,good
0<=X<200,critical/other existing credit,radio/tv,0<=Credit<2500,<100,0<X<4,single,18<=X<28,skilled,good
0<=X<200,existing paid,radio/tv,2500<=Credit<5000,>500,unemployed,div/sep/mar/wid,18<=X<28,unskilled,good
no checking,delayed previously,business,0<=Credit<2500,100<=X<500,0<X<4,single,28<=X<38,unskilled,good
0<=X<200,critical/other existing credit,education,0<=Credit<2500,>500,>=7,single,28<=X<38,skilled,bad
no checking,existing paid,furniture/equipment,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,18<=X<28,skilled,good
0<=X<200,existing paid,furniture/equipment,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,28<=X<38,skilled,bad
no checking,critical/other existing credit,used car,2500<=Credit<5000,unknown,unemployed,single,38<=X<48,high qualif/self emp/mgmt,good
<0,no credits/all paid,radio/tv,5000<=Credit<7500,<100,0<X<4,single,28<=X<38,skilled,bad
no checking,existing paid,education,0<=Credit<2500,>500,>=7,single,38<=X<48,skilled,good
0<=X<200,existing paid,new car,0<=Credit<2500,<100,0<X<4,single,18<=X<28,unskilled,bad
no checking,critical/other existing credit,radio/tv,0<=Credit<2500,unknown,>=7,single,48<=X<58,skilled,good
no checking,delayed previously,radio/tv,2500<=Credit<5000,<100,0<X<4,single,18<=X<28,high qualif/self emp/mgmt,bad
no checking,existing paid,radio/tv,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,28<=X<38,skilled,good
<0,existing paid,furniture/equipment,0<=Credit<2500,<100,4<=X<7,div/sep/mar/wid,18<=X<28,skilled,bad
0<=X<200,existing paid,education,0<=Credit<2500,unknown,0<X<4,single,58<=X<68,skilled,good
>=200,existing paid,radio/tv,2500<=Credit<5000,unknown,>=7,single,28<=X<38,high qualif/self emp/mgmt,good
>=200,delayed previously,new car,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,28<=X<38,skilled,good
no checking,existing paid,furniture/equipment,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,18<=X<28,skilled,good
<0,existing paid,furniture/equipment,0<=Credit<2500,<100,unemployed,single,18<=X<28,unskilled,bad
no checking,existing paid,business,0<=Credit<2500,<100,4<=X<7,single,28<=X<38,skilled,good
no checking,critical/other existing credit,used car,2500<=Credit<5000,<100,4<=X<7,single,18<=X<28,skilled,good
<0,existing paid,furniture/equipment,2500<=Credit<5000,<100,0<X<4,div/sep/mar/wid,18<=X<28,skilled,good
<0,existing paid,furniture/equipment,2500<=Credit<5000,<100,>=7,single,38<=X<48,skilled,bad
0<=X<200,existing paid,furniture/equipment,2500<=Credit<5000,<100,4<=X<7,div/sep/mar/wid,38<=X<48,skilled,good
no checking,existing paid,new car,2500<=Credit<5000,unknown,0<X<4,single,28<=X<38,skilled,good
no checking,critical/other existing credit,radio/tv,5000<=Credit<7500,<100,>=7,single,28<=X<38,skilled,good
no checking,critical/other existing credit,furniture/equipment,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,18<=X<28,skilled,good
no checking,critical/other existing credit,new car,12500<=Credit<15000,unknown,>=7,single,58<=X<68,high qualif/self emp/mgmt,good
0<=X<200,no credits/all paid,other,12500<=Credit<15000,100<=X<500,>=7,div/sep/mar/wid,58<=X<68,high qualif/self emp/mgmt,bad
<0,no credits/all paid,business,7500<=Credit<10000,<100,4<=X<7,div/sep/mar/wid,28<=X<38,skilled,bad
no checking,delayed previously,radio/tv,0<=Credit<2500,<100,unemployed,div/sep/mar/wid,28<=X<38,skilled,good
no checking,delayed previously,radio/tv,0<=Credit<2500,unknown,>=7,single,28<=X<38,skilled,good
0<=X<200,existing paid,new car,12500<=Credit<15000,<100,>=7,single,48<=X<58,high qualif/self emp/mgmt,bad
no checking,critical/other existing credit,new car,0<=Credit<2500,100<=X<500,0<X<4,div/sep/mar/wid,48<=X<58,unskilled,good
<0,existing paid,furniture/equipment,0<=Credit<2500,unknown,4<=X<7,single,38<=X<48,skilled,good
0<=X<200,existing paid,used car,12500<=Credit<15000,<100,unemployed,div/sep/mar/wid,38<=X<48,high qualif/self emp/mgmt,bad
no checking,existing paid,new car,0<=Credit<2500,unknown,4<=X<7,div/sep/mar/wid,18<=X<28,skilled,good
>=200,existing paid,new car,0<=Credit<2500,<100,0<X<4,single,18<=X<28,skilled,good
no checking,delayed previously,business,2500<=Credit<5000,100<=X<500,0<X<4,single,18<=X<28,unskilled,good
no checking,critical/other existing credit,radio/tv,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,18<=X<28,skilled,good
no checking,existing paid,radio/tv,0<=Credit<2500,unknown,0<X<4,div/sep/mar/wid,18<=X<28,skilled,good
0<=X<200,critical/other existing credit,furniture/equipment,5000<=Credit<7500,<100,unemployed,single,38<=X<48,high qualif/self emp/mgmt,good
0<=X<200,critical/other existing credit,business,0<=Credit<2500,>500,0<X<4,single,18<=X<28,skilled,good
no checking,existing paid,business,0<=Credit<2500,<100,4<=X<7,div/sep/mar/wid,18<=X<28,skilled,good
no checking,existing paid,new car,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,28<=X<38,high qualif/self emp/mgmt,good
0<=X<200,existing paid,furniture/equipment,0<=Credit<2500,>500,0<X<4,div/sep/mar/wid,18<=X<28,unskilled,good
<0,existing paid,new car,2500<=Credit<5000,<100,4<=X<7,single,38<=X<48,high qualif/self emp/mgmt,good
<0,critical/other existing credit,radio/tv,0<=Credit<2500,<100,4<=X<7,div/sep/mar/wid,28<=X<38,skilled,good
no checking,critical/other existing credit,furniture/equipment,0<=Credit<2500,<100,unemployed,single,28<=X<38,high qualif/self emp/mgmt,good
0<=X<200,delayed previously,education,10000<=Credit<12500,100<=X<500,4<=X<7,single,28<=X<38,skilled,good
<0,existing paid,furniture/equipment,2500<=Credit<5000,<100,unemployed,div/sep/mar/wid,48<=X<58,high qualif/self emp/mgmt,good
<0,critical/other existing credit,furniture/equipment,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,38<=X<48,skilled,good
0<=X<200,existing paid,new car,0<=Credit<2500,<100,>=7,div/sep/mar/wid,38<=X<48,skilled,bad
no checking,critical/other existing credit,radio/tv,0<=Credit<2500,>500,0<X<4,div/sep/mar/wid,38<=X<48,unskilled,good
no checking,existing paid,radio/tv,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,38<=X<48,skilled,good
0<=X<200,critical/other existing credit,business,0<=Credit<2500,unknown,0<X<4,div/sep/mar/wid,28<=X<38,skilled,good
no checking,delayed previously,business,7500<=Credit<10000,<100,0<X<4,single,18<=X<28,skilled,bad
no checking,delayed previously,new car,0<=Credit<2500,<100,0<X<4,single,18<=X<28,unskilled,good
0<=X<200,delayed previously,new car,2500<=Credit<5000,unknown,>=7,single,38<=X<48,skilled,good
0<=X<200,existing paid,radio/tv,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,18<=X<28,skilled,bad
no checking,critical/other existing credit,used car,0<=Credit<2500,unknown,4<=X<7,single,38<=X<48,skilled,good
<0,existing paid,radio/tv,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,18<=X<28,skilled,good
no checking,existing paid,radio/tv,2500<=Credit<5000,>500,>=7,div/sep/mar/wid,18<=X<28,high qualif/self emp/mgmt,good
>=200,critical/other existing credit,new car,0<=Credit<2500,>500,4<=X<7,div/sep/mar/wid,28<=X<38,skilled,bad
0<=X<200,existing paid,radio/tv,0<=Credit<2500,<100,>=7,div/sep/mar/wid,18<=X<28,skilled,good
no checking,critical/other existing credit,used car,5000<=Credit<7500,<100,4<=X<7,single,28<=X<38,high qualif/self emp/mgmt,good
no checking,critical/other existing credit,business,0<=Credit<2500,<100,unemployed,single,38<=X<48,high qualif/self emp/mgmt,bad
no checking,existing paid,new car,0<=Credit<2500,>500,0<X<4,single,38<=X<48,unskilled,good
<0,existing paid,new car,0<=Credit<2500,unknown,0<X<4,div/sep/mar/wid,28<=X<38,skilled,bad
no checking,critical/other existing credit,used car,5000<=Credit<7500,<100,>=7,single,28<=X<38,skilled,good
<0,existing paid,new car,2500<=Credit<5000,<100,0<X<4,single,28<=X<38,unskilled,bad
<0,delayed previously,education,7500<=Credit<10000,unknown,0<X<4,div/sep/mar/wid,18<=X<28,skilled,good
no checking,existing paid,new car,2500<=Credit<5000,>500,4<=X<7,div/sep/mar/wid,28<=X<38,high qualif/self emp/mgmt,good
0<=X<200,existing paid,new car,0<=Credit<2500,unknown,0<X<4,div/sep/mar/wid,28<=X<38,skilled,bad
no checking,existing paid,new car,2500<=Credit<5000,>500,4<=X<7,div/sep/mar/wid,18<=X<28,skilled,good
0<=X<200,existing paid,used car,0<=Credit<2500,unknown,0<X<4,single,28<=X<38,skilled,good
0<=X<200,critical/other existing credit,new car,0<=Credit<2500,<100,4<=X<7,single,38<=X<48,unskilled,good
no checking,delayed previously,furniture/equipment,0<=Credit<2500,100<=X<500,4<=X<7,single,28<=X<38,high qualif/self emp/mgmt,good
0<=X<200,existing paid,furniture/equipment,2500<=Credit<5000,unknown,>=7,div/sep/mar/wid,18<=X<28,skilled,bad
0<=X<200,existing paid,used car,2500<=Credit<5000,<100,0<X<4,div/sep/mar/wid,18<=X<28,skilled,good
no checking,critical/other existing credit,radio/tv,2500<=Credit<5000,<100,>=7,single,28<=X<38,skilled,good
no checking,critical/other existing credit,radio/tv,0<=Credit<2500,>500,0<X<4,single,38<=X<48,skilled,good
no checking,existing paid,furniture/equipment,0<=Credit<2500,<100,>=7,single,18<=X<28,skilled,good
<0,critical/other existing credit,repairs,0<=Credit<2500,<100,unemployed,div/sep/mar/wid,48<=X<58,unskilled,bad
no checking,existing paid,business,2500<=Credit<5000,<100,4<=X<7,single,68<=X<78,unskilled,good
0<=X<200,existing paid,other,12500<=Credit<15000,<100,0<X<4,single,28<=X<38,high qualif/self emp/mgmt,bad
<0,critical/other existing credit,furniture/equipment,0<=Credit<2500,<100,unemployed,single,28<=X<38,high qualif/self emp/mgmt,good
no checking,critical/other existing credit,repairs,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,28<=X<38,skilled,good
<0,existing paid,furniture/equipment,0<=Credit<2500,<100,0<X<4,single,18<=X<28,skilled,good
0<=X<200,existing paid,radio/tv,0<=Credit<2500,unknown,0<X<4,div/sep/mar/wid,18<=X<28,skilled,bad
no checking,existing paid,repairs,0<=Credit<2500,>500,4<=X<7,div/sep/mar/wid,18<=X<28,unskilled,good
no checking,critical/other existing credit,new car,0<=Credit<2500,>500,>=7,div/sep/mar/wid,28<=X<38,skilled,good
<0,critical/other existing credit,repairs,2500<=Credit<5000,<100,unemployed,single,58<=X<68,unskilled,good
>=200,no credits/all paid,business,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,18<=X<28,unskilled,bad
no checking,existing paid,new car,0<=Credit<2500,<100,>=7,single,38<=X<48,high qualif/self emp/mgmt,good
<0,existing paid,furniture/equipment,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,28<=X<38,skilled,good
0<=X<200,delayed previously,other,2500<=Credit<5000,<100,0<X<4,single,28<=X<38,skilled,good
no checking,existing paid,education,5000<=Credit<7500,<100,>=7,single,38<=X<48,unskilled,bad
0<=X<200,critical/other existing credit,furniture/equipment,5000<=Credit<7500,<100,0<X<4,div/sep/mar/wid,28<=X<38,high qualif/self emp/mgmt,bad
no checking,critical/other existing credit,education,0<=Credit<2500,unknown,>=7,div/sep/mar/wid,38<=X<48,unskilled,good
<0,existing paid,new car,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,28<=X<38,skilled,bad
0<=X<200,existing paid,radio/tv,2500<=Credit<5000,<100,0<X<4,single,28<=X<38,skilled,good
>=200,existing paid,furniture/equipment,0<=Credit<2500,unknown,>=7,div/sep/mar/wid,48<=X<58,high qualif/self emp/mgmt,good
0<=X<200,delayed previously,repairs,0<=Credit<2500,>500,0<X<4,div/sep/mar/wid,58<=X<68,skilled,bad
no checking,critical/other existing credit,used car,10000<=Credit<12500,unknown,0<X<4,single,28<=X<38,high qualif/self emp/mgmt,good
no checking,existing paid,radio/tv,5000<=Credit<7500,<100,0<X<4,div/sep/mar/wid,28<=X<38,skilled,good
no checking,no credits/all paid,furniture/equipment,2500<=Credit<5000,<100,>=7,single,28<=X<38,skilled,good
no checking,existing paid,used car,2500<=Credit<5000,<100,>=7,single,28<=X<38,high qualif/self emp/mgmt,good
<0,existing paid,new car,2500<=Credit<5000,<100,4<=X<7,single,28<=X<38,skilled,bad
no checking,existing paid,used car,2500<=Credit<5000,<100,0<X<4,div/sep/mar/wid,28<=X<38,high qualif/self emp/mgmt,good
<0,critical/other existing credit,new car,2500<=Credit<5000,<100,0<X<4,single,28<=X<38,skilled,good
<0,existing paid,used car,2500<=Credit<5000,<100,>=7,single,28<=X<38,skilled,bad
<0,existing paid,furniture/equipment,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,18<=X<28,skilled,good
no checking,existing paid,radio/tv,2500<=Credit<5000,<100,0<X<4,single,28<=X<38,skilled,good
<0,existing paid,furniture/equipment,2500<=Credit<5000,<100,0<X<4,single,28<=X<38,skilled,good
<0,existing paid,new car,0<=Credit<2500,<100,0<X<4,single,28<=X<38,skilled,good
0<=X<200,existing paid,furniture/equipment,2500<=Credit<5000,<100,0<X<4,div/sep/mar/wid,28<=X<38,high qualif/self emp/mgmt,good
0<=X<200,existing paid,retraining,0<=Credit<2500,unknown,>=7,single,38<=X<48,skilled,good
no checking,existing paid,business,0<=Credit<2500,<100,4<=X<7,single,28<=X<38,skilled,good
<0,existing paid,used car,2500<=Credit<5000,<100,0<X<4,single,58<=X<68,skilled,good
<0,delayed previously,radio/tv,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,28<=X<38,unskilled,bad
no checking,delayed previously,radio/tv,5000<=Credit<7500,unknown,>=7,single,28<=X<38,skilled,good
no checking,delayed previously,business,2500<=Credit<5000,<100,0<X<4,div/sep/mar/wid,18<=X<28,skilled,good
no checking,delayed previously,used car,2500<=Credit<5000,<100,4<=X<7,single,28<=X<38,unskilled,good
0<=X<200,existing paid,radio/tv,2500<=Credit<5000,100<=X<500,0<X<4,div/sep/mar/wid,18<=X<28,skilled,bad
<0,existing paid,education,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,18<=X<28,skilled,bad
<0,existing paid,new car,0<=Credit<2500,<100,0<X<4,single,28<=X<38,unskilled,bad
no checking,existing paid,retraining,0<=Credit<2500,unknown,unemployed,single,28<=X<38,high qualif/self emp/mgmt,good
0<=X<200,critical/other existing credit,radio/tv,0<=Credit<2500,<100,0<X<4,div/sep/mar/wid,28<=X<38,skilled,bad
<0,no credits/all paid,furniture/equipment,2500<=Credit<5000,<100,0<X<4,div/sep/mar/wid,18<=X<28,skilled,bad
no checking,existing paid,used car,2500<=Credit<5000,>500,0<X<4,single,18<=X<28,skilled,good
>=200,existing paid,radio/tv,5000<=Credit<7500,<100,4<=X<7,single,18<=X<28,skilled,good
0<=X<200,existing paid,business,0<=Credit<2500,100<=X<500,4<=X<7,single,38<=X<48,unskilled,good
<0,critical/other existing credit,furniture/equipment,0<=Credit<2500,<100,>=7,single,38<=X<48,skilled,good
0<=X<200,critical/other existing credit,radio/tv,2500<=Credit<5000,<100,0<X<4,div/sep/mar/wid,18<=X<28,unskilled,good
0<=X<200,existing paid,new car,0<=Credit<2500,<100,0<X<4,single,18<=X<28,skilled,good
<0,existing paid,furniture/equipment,2500<=Credit<5000,>500,>=7,div/sep/mar/wid,48<=X<58,skilled,good
no checking,delayed previously,furniture/equipment,0<=Credit<2500,>500,4<=X<7,div/sep/mar/wid,28<=X<38,skilled,good
no checking,critical/other existing credit,new car,0<=Credit<2500,>500,0<X<4,single,38<=X<48,skilled,good
0<=X<200,delayed previously,new car,0<=Credit<2500,<100,unemployed,single,38<=X<48,high qualif/self emp/mgmt,bad
no checking,existing paid,radio/tv,2500<=Credit<5000,<100,0<X<4,single,48<=X<58,skilled,good
no checking,existing paid,new car,2500<=Credit<5000,<100,>=7,div/sep/mar/wid,58<=X<68,skilled,good
no checking,existing paid,new car,0<=Credit<2500,100<=X<500,0<X<4,single,28<=X<38,unskilled,good
no checking,existing paid,new car,2500<=Credit<5000,<100,0<X<4,single,18<=X<28,skilled,good
no checking,critical/other existing credit,radio/tv,0<=Credit<2500,<100,>=7,single,18<=X<28,skilled,good
